communication_round,dataset,measured_process_load_seconds,predicted_process_load_seconds,process_index,scientific_seed
86,shd,3.2702084620000003,3.0449765241435687,1,27
86,shd,4.0773750710000005,3.931885636603666,2,27
86,shd,4.06673503,3.9468498559202887,3,27
87,shd,2.897579667,2.758563235104142,0,27
87,shd,2.997806488,2.8483501837646896,1,27
87,shd,3.8747795290000004,3.7805796948997,2,27
87,shd,3.8450136930000003,3.6488599926625183,3,27
88,shd,3.430341833,3.241025637197149,0,27
88,shd,3.0806983189999997,2.916811328087012,1,27
88,shd,4.010768779999999,3.8598615305034256,2,27
88,shd,4.044794452,3.8838868276169816,3,27
89,shd,3.062459737,2.8583372912213685,0,27
89,shd,3.01145001,2.884997515049351,1,27
89,shd,3.941124736,3.771364075020819,2,27
89,shd,3.9024453780000004,3.7954262787703925,3,27
90,shd,3.395400822,3.22286280324362,0,27
90,shd,3.2834109490000003,3.0508580550212256,1,27
90,shd,4.185214065,3.9493381235485074,2,27
90,shd,4.390671909,4.1017253227358035,3,27
91,shd,2.8919304869999998,2.7975177930421493,0,27
91,shd,3.053158162,2.880827332669111,1,27
91,shd,4.070109414,3.793331607304048,2,27
91,shd,3.821027048,3.6852136735936813,3,27
92,shd,3.055364754,2.904270161741895,0,27
92,shd,3.101113653,3.000564038002964,1,27
92,shd,4.05591359,3.8866828177679924,2,27
92,shd,4.274255355,4.030598878944028,3,27
93,shd,3.356450721,3.140379145364717,0,27
93,shd,4.108001231,3.9280595781635146,1,27
93,shd,3.170757059,3.0524794821875663,2,27
93,shd,4.188755959,4.0785033726276225,3,27
94,shd,3.421614036,3.2226799727181055,0,27
94,shd,3.007406907,2.878983017857811,1,27
94,shd,3.8180774479999995,3.6650702680785106,2,27
94,shd,4.117033596,3.897691179233215,3,27
95,shd,3.040122594,2.8975417320755428,0,27
95,shd,3.046552684,2.8454142804835163,1,27
95,shd,4.029806187,3.7809537158827755,2,27
95,shd,4.039777154,3.7765770749437655,3,27
96,shd,3.130204881,2.910332977830919,0,27
96,shd,3.151874169,3.002846405285414,1,27
96,shd,4.2359654849999995,3.948247190975165,2,27
96,shd,4.417615593,4.060255301258373,3,27
97,shd,3.219887243,3.024365509122303,0,27
97,shd,3.2041897510000004,3.0263491443832384,1,27
97,shd,4.091764328,3.9126669017802786,2,27
97,shd,4.3321936469999995,4.071735133386616,3,27
98,shd,3.432752849,3.2588980665425114,0,27
98,shd,4.366217626,4.119198748192521,1,27
98,shd,3.11578284,2.989029217708695,2,27
98,shd,4.220302767,4.002132395433691,3,27
99,shd,3.500014437,3.2297419383896377,0,27
99,shd,3.027955273,2.887943237205227,1,27
99,shd,3.8857677930000003,3.811012197319391,2,27
99,shd,4.036147452,3.879797416511072,3,27
100,shd,3.2502746680000003,3.0840525272395283,0,27
100,shd,3.0357214839999997,2.8922432394600426,1,27
100,shd,3.646654243,3.5407308285206094,2,27
100,shd,3.708578913,3.67708703194959,3,27
1,ssc,5.831453612000001,5.824887620310122,0,7
1,ssc,4.958293717,4.913674336106163,1,7
1,ssc,6.80177016,6.763097348467784,2,7
1,ssc,7.341910734999999,6.771982342350879,3,7
2,ssc,5.068587013,5.061427745190297,0,7
2,ssc,4.780702789999999,4.7464403908298625,1,7
2,ssc,6.706681458,6.775344944818718,2,7
2,ssc,6.774627622000001,6.774880587192338,3,7
3,ssc,5.16709689,5.080134676543619,0,7
3,ssc,4.845641393999999,4.756356379972902,1,7
3,ssc,6.94301885,6.829880426463395,2,7
3,ssc,6.768514409,6.774880587192338,3,7
4,ssc,5.712519451,5.739680441244348,0,7
4,ssc,4.749220327,4.7464403908298625,1,7
4,ssc,6.771166187,6.73136997986403,2,7
4,ssc,6.474252987,6.456357562001175,3,7
5,ssc,5.073133258,5.077771181974654,0,7
5,ssc,4.883119496,4.906121841532087,1,7
5,ssc,6.864242136,6.843047415030423,2,7
5,ssc,6.798777288,6.884457248329216,3,7
6,ssc,5.24630766,5.170216102186975,0,7
6,ssc,6.708277986000001,6.764580661164139,1,7
6,ssc,4.728559828,4.6838632878021516,2,7
6,ssc,6.695095973,6.74818277841634,3,7
7,ssc,5.743818899000001,5.739680441244348,0,7
7,ssc,5.242413373,5.17257959675594,1,7
7,ssc,7.223989534999999,7.174095788839224,2,7
7,ssc,6.801984669000001,6.861086874156986,3,7
8,ssc,5.131392889000001,5.087687171117694,0,7
8,ssc,4.914001163,4.917264062704844,1,7
8,ssc,7.0735998470000006,7.022397725467249,2,7
8,ssc,6.880842612,6.99153151300802,3,7
9,ssc,5.168364756,5.087372417690165,0,7
9,ssc,5.0865980230000005,5.061427745190297,1,7
9,ssc,6.984923857,6.9794978063966955,2,7
9,ssc,6.787342735999999,6.774880174245169,3,7
10,ssc,5.160130851,5.087372417690165,0,7
10,ssc,4.943205795,4.917264062704844,1,7
10,ssc,6.699701989999999,6.68885582757091,2,7
10,ssc,6.750624354999999,6.748182778416339,3,7
11,ssc,5.846425593,5.836029841482879,0,7
11,ssc,5.505832466,5.276638304322863,1,7
11,ssc,7.434320787000001,7.233146054069408,2,7
11,ssc,7.220115021000001,7.247242389860907,3,7
12,ssc,5.695427659,5.73968002829718,0,7
12,ssc,7.3257393440000005,7.240281283124148,1,7
12,ssc,5.422616507,5.40188393197619,2,7
12,ssc,7.264363705000001,7.298485189214238,3,7
13,ssc,4.9976043709999995,4.994927497477844,0,7
13,ssc,4.780903639,4.748803885398827,1,7
13,ssc,6.674506463,6.678373961252321,2,7
13,ssc,6.660132763,6.66244084907807,3,7
14,ssc,5.132824381,5.087372417690165,0,7
14,ssc,5.071245302,5.080134676543619,1,7
14,ssc,6.803091567000001,6.759790039205093,2,7
14,ssc,6.706808144,6.748182778416339,3,7
15,ssc,5.258985915,5.183721817928697,0,7
15,ssc,7.0008572849999995,6.93665579612898,1,7
15,ssc,6.894382035,6.861087287104155,2,7
15,ssc,4.7399520729999995,4.818633778038683,3,7
16,ssc,5.698681998,5.739680441244348,0,7
16,ssc,4.927312092999999,4.903758346963123,1,7
16,ssc,6.786874599000001,6.743713096397151,2,7
16,ssc,6.592248293,6.552581357658033,3,7
17,ssc,5.837196480999999,5.824887620310122,0,7
17,ssc,5.246072865,5.183721817928697,1,7
17,ssc,7.240437861,7.227316223007565,2,7
17,ssc,7.2949582070000005,7.240088273332897,3,7
18,ssc,5.014740124,4.994927084530676,0,7
18,ssc,5.166963274,4.887414910178766,1,7
18,ssc,7.13489618,6.751955127295027,2,7
18,ssc,6.916473355,6.884457248329216,3,7
19,ssc,5.840830786,5.8061806889568,0,7
19,ssc,4.937447904,4.906121841532087,1,7
19,ssc,6.724100375000001,6.681681270515012,2,7
19,ssc,6.611165721999999,6.552864187941192,3,7
20,ssc,5.017259592,4.994927497477844,0,7
20,ssc,5.072300842,4.903758346963123,1,7
20,ssc,6.71564401,6.757028166590063,2,7
20,ssc,6.877643523,6.759507621869102,3,7
21,ssc,5.826682246,5.843204398538776,0,7
21,ssc,5.41288278,5.41291277423574,1,7
21,ssc,7.327070023999999,7.3145621320221785,2,7
21,ssc,7.305458646,7.228535458507586,3,7
22,ssc,5.219860789,5.170216102186975,0,7
22,ssc,5.121590909,5.080134676543619,1,7
22,ssc,6.827797964,6.764581074111307,2,7
22,ssc,6.757694583,6.769050343183327,3,7
23,ssc,4.771946772,4.730096954045505,0,7
23,ssc,4.669139252,4.667973636963579,1,7
23,ssc,6.720952025000001,6.672261712854488,2,7
23,ssc,6.593116902,6.552864187941192,3,7
24,ssc,5.792891315,5.8061806889568,0,7
24,ssc,5.124783567,5.087687171117694,1,7
24,ssc,6.795454893999999,6.763379765803774,2,7
24,ssc,6.717736933,6.683308826792226,3,7
25,ssc,5.813714688,5.824887620310122,0,7
25,ssc,5.284160382,5.180132091330015,1,7
25,ssc,7.048116623,7.074375610451999,2,7
25,ssc,6.924832574,6.992570722110817,3,7
26,ssc,5.691756204000001,5.73968002829718,0,7
26,ssc,4.853135852,4.820914662466313,1,7
26,ssc,6.785350255,6.7125901085089374,2,7
26,ssc,6.453277022,6.427842377293491,3,7
27,ssc,5.821239414,5.8225241257411575,0,7
27,ssc,5.287347068,5.180132091330015,1,7
27,ssc,7.250083736,7.177685515437905,2,7
27,ssc,6.761130747999999,6.749809074504679,3,7
28,ssc,5.751829730000001,5.739680441244348,0,7
28,ssc,4.597289570999999,4.565423500267404,1,7
28,ssc,6.5261476389999995,6.513679431998382,2,7
28,ssc,6.569126778,6.4489005876092875,3,7
29,ssc,5.86664211,5.836029841482879,0,7
29,ssc,7.506024693,7.429830000040004,1,7
29,ssc,5.3407473,5.320467854023419,2,7
29,ssc,7.2912487619999995,7.2547948844349825,3,7
30,ssc,5.106049383,5.061427745190297,0,7
30,ssc,4.971949857,4.913674336106163,1,7
30,ssc,6.804181946,6.7681708007099886,2,7
30,ssc,6.848100734,6.856296252197941,3,7
31,ssc,5.7685138600000005,5.739680441244348,0,7
31,ssc,5.24717258,5.17257959675594,1,7
31,ssc,9.106944287000001,7.157100368006908,2,7
31,ssc,6.662960216,6.683308413845058,3,7
32,ssc,5.729290412999999,5.73968002829718,0,7
32,ssc,7.267207719,7.147836362911827,1,7
32,ssc,5.149292576,5.146455019011888,2,7
32,ssc,7.187233759,7.136376611121931,3,7
33,ssc,4.468325018,4.498923252554952,0,7
33,ssc,4.4456658010000005,4.429149030354528,1,7
33,ssc,6.468845801,6.446159155522145,2,7
33,ssc,6.50628842,6.428315440178292,3,7
34,ssc,5.835112323000001,5.8061806889568,0,7
34,ssc,4.711615458,4.663183015004533,1,7
34,ssc,6.591784786,6.664991635616404,2,7
34,ssc,6.636685885,6.542099904286613,3,7
35,ssc,5.144014595,5.077771181974654,0,7
35,ssc,6.993905818,7.000365371163683,1,7
35,ssc,6.873921215,6.85381211163217,2,7
35,ssc,5.024296932,4.992086386965115,3,7
36,ssc,5.17440639,5.087372417690165,0,7
36,ssc,4.7924426,4.7464403908298625,1,7
36,ssc,6.753841032,6.756745749254073,2,7
36,ssc,6.528974452,6.552863774994023,3,7
37,ssc,5.722557097,5.73968002829718,0,7
37,ssc,5.087115751,5.061427745190297,1,7
37,ssc,7.141749495000001,6.9695818172536566,2,7
37,ssc,6.486304678,6.4485226500911095,3,7
38,ssc,5.081572636,5.061427745190297,0,7
38,ssc,4.749634136,4.673099004147573,1,7
38,ssc,6.678270273999999,6.661096123084016,2,7
38,ssc,6.5924423480000005,6.552863774994023,3,7
39,ssc,5.820118537,5.8225241257411575,0,7
39,ssc,5.25658563,5.183721817928697,1,7
39,ssc,7.065535393,7.096871997103699,2,7
39,ssc,7.196155298000001,7.157244175888918,3,7
40,ssc,5.86399021,5.832440114884197,0,7
40,ssc,7.488648817,7.344088070701735,1,7
40,ssc,5.248283327999999,5.314638022961576,2,7
40,ssc,7.078786453999999,7.075414819554796,3,7
41,ssc,5.091052795,5.061427745190297,0,7
41,ssc,4.664265615,4.665546509573497,1,7
41,ssc,6.666468009000001,6.681681270515012,2,7
41,ssc,6.570177357,6.552864187941192,3,7
42,ssc,4.682916951999999,4.6635962933858846,0,7
42,ssc,4.56023827,4.585129952466769,1,7
42,ssc,6.663181049,6.647590407342294,2,7
42,ssc,6.502653712000001,6.441348093035212,3,7
43,ssc,5.8486684780000004,5.8061806889568,0,7
43,ssc,5.239862673999999,5.17257959675594,1,7
43,ssc,6.745110631,6.75447738005173,2,7
43,ssc,6.715648276,6.769050343183327,3,7
44,ssc,4.728918137,4.663596706333053,0,7
44,ssc,6.714717760000001,6.717453670469755,1,7
44,ssc,4.713048203,4.665546509573497,2,7
44,ssc,6.656496580000001,6.67585143945317,3,7
45,ssc,5.011193042,4.994927497477844,0,7
45,ssc,7.024669056,6.973823527900295,1,7
45,ssc,6.847829072000001,6.833131425887383,2,7
45,ssc,4.83539281,4.910670309012343,3,7
46,ssc,4.806032831,4.820914249519145,0,7
46,ssc,4.7902628620000005,4.759946106571584,1,7
46,ssc,6.831542981,6.770271905523681,2,7
46,ssc,6.700768457,6.754012609478183,3,7
47,ssc,5.8287034040000005,5.8061806889568,0,7
47,ssc,4.601707380000001,4.584130431620726,1,7
47,ssc,6.577155064000001,6.521231926572458,2,7
47,ssc,6.508858262,6.4596648712638665,3,7
48,ssc,5.213295126,5.153872665402618,0,7
48,ssc,4.824995969,4.756356379972902,1,7
48,ssc,6.646092189999999,6.655266292022173,2,7
48,ssc,6.600625377,6.552864187941192,3,7
49,ssc,5.847960547,5.8061806889568,0,7
49,ssc,4.918606894,4.903758346963123,1,7
49,ssc,6.8381988929999995,6.757028579537232,2,7
49,ssc,6.7862941789999995,6.749686758092685,3,7
50,ssc,5.0611302899999995,5.080134676543619,0,7
50,ssc,7.152294777,7.066866031823304,1,7
50,ssc,7.076837944999999,7.05496053316916,2,7
50,ssc,4.9946067240000005,4.992086386965115,3,7
51,ssc,4.820652295,4.820914249519145,0,7
51,ssc,4.76434084,4.730096954045505,1,7
51,ssc,6.641134829,6.6417605762804515,2,7
51,ssc,6.502481971,6.456075144665185,3,7
52,ssc,5.097737699,5.061427745190297,0,7
52,ssc,4.802170745,4.759946106571584,1,7
52,ssc,6.767127069,6.749686758092684,2,7
52,ssc,6.783973554000001,6.768767925847336,3,7
53,ssc,5.100170384,5.087372004742997,0,7
53,ssc,4.83736855,4.820914662466313,1,7
53,ssc,6.7473241999999995,6.717453670469754,2,7
53,ssc,6.772252185,6.672261712854488,3,7
54,ssc,4.9802527659999996,4.994927497477844,0,7
54,ssc,4.898325577,4.906121841532087,1,7
54,ssc,7.429041937,6.763379765803775,2,7
54,ssc,7.398228745,6.905042395760213,3,7
55,ssc,5.107424326,5.061427745190297,0,7
55,ssc,6.777119788,6.754382254685108,1,7
55,ssc,6.702941516,6.681964100798171,2,7
55,ssc,4.723718758,4.682359308125807,3,7
56,ssc,5.257866556,5.180132091330015,0,7
56,ssc,7.335642228999999,7.1848600724938025,1,7
56,ssc,5.132168755,5.146455019011888,2,7
56,ssc,7.134730351,7.078777834969803,3,7
57,ssc,5.872131583,5.928946327877045,0,7
57,ssc,5.292108318,5.314638022961576,1,7
57,ssc,7.327612648000001,7.293694567255192,2,7
57,ssc,7.244326834000001,7.2655591680895615,3,7
58,ssc,5.830941346,5.8061806889568,0,7
58,ssc,4.854380291,4.756356379972902,1,7
58,ssc,6.81664513,6.763379765803774,2,7
58,ssc,6.763140577,6.754012609478183,3,7
59,ssc,5.095101118,5.087372004742997,0,7
59,ssc,5.089022539,5.077771181974654,1,7
59,ssc,6.549686305,6.521231926572458,2,7
59,ssc,6.519095334999999,6.4596648712638665,3,7
60,ssc,5.793965453,5.832440114884197,0,7
60,ssc,5.101774128000001,5.091276897716376,1,7
60,ssc,6.996018611,6.939019290697944,2,7
60,ssc,7.120326344,7.161621519466613,3,7
61,ssc,5.855485825000001,5.836029841482879,0,7
61,ssc,7.43046927,7.363046922044393,1,7
61,ssc,5.2984866230000005,5.314638022961576,2,7
61,ssc,7.235091564,7.247242389860907,3,7
62,ssc,4.969064342999999,4.994927497477844,0,7
62,ssc,4.915488715,4.887414910178766,1,7
62,ssc,6.671429628,6.662345723711448,2,7
62,ssc,6.547780632,6.552863774994023,3,7
63,ssc,5.835056914,5.843204398538776,0,7
63,ssc,5.30053424,5.276638304322863,1,7
63,ssc,7.183063023,7.206448658240578,2,7
63,ssc,7.128704315,7.163985014035577,3,7
64,ssc,5.814440232,5.832440114884197,0,7
64,ssc,7.167081791,7.177685515437905,1,7
64,ssc,5.129858727,5.146455019011888,2,7
64,ssc,7.261431185999999,7.247242389860907,3,7
65,ssc,5.707362439000001,5.73968002829718,0,7
65,ssc,4.6374154910000005,4.665546509573497,1,7
65,ssc,6.728572244,6.678091543916331,2,7
65,ssc,6.683085266,6.662440849078071,3,7
66,ssc,4.8163289129999995,4.820914662466313,0,7
66,ssc,6.7239292509999995,6.754382254685108,1,7
66,ssc,4.750957406,4.673099004147573,2,7
66,ssc,6.627156935,6.67613385678916,3,7
67,ssc,5.811756001,5.8225241257411575,0,7
67,ssc,5.2014081139999995,5.183721817928697,1,7
67,ssc,6.818213542,6.861086874156987,2,7
67,ssc,7.097476119,6.965873326281987,3,7
68,ssc,5.131816639,5.077771181974654,0,7
68,ssc,4.891077719,4.906121841532087,1,7
68,ssc,7.025486872999999,6.913137802288725,2,7
68,ssc,6.940157366,6.970663948241033,3,7
69,ssc,4.7777127,4.7464403908298625,0,7
69,ssc,6.823534479999999,6.7681708007099886,1,7
69,ssc,6.765089116,6.755638905566522,2,7
69,ssc,4.715180676999999,4.682359308125807,3,7
70,ssc,5.148659610999999,5.087372417690165,0,7
70,ssc,4.758854202,4.663183015004533,1,7
70,ssc,6.656259958,6.644124070849416,2,7
70,ssc,6.524101557,6.545689217938126,3,7
71,ssc,5.103812432,5.061427745190297,0,7
71,ssc,4.914778548999999,4.903758346963123,1,7
71,ssc,6.896008493,6.825769576862117,2,7
71,ssc,6.571454085999999,6.552581357658033,3,7
72,ssc,5.237084543,5.170216102186975,0,7
72,ssc,7.038741431,6.909548075690044,1,7
72,ssc,6.829448013,6.861086874156987,2,7
72,ssc,4.794578394,4.818633778038683,3,7
73,ssc,5.138219869,5.087372417690165,0,7
73,ssc,6.768863208000001,6.7681703877628205,1,7
73,ssc,6.771441645,6.749686758092685,2,7
73,ssc,4.653970181,4.688189139187649,3,7
74,ssc,4.891367275,4.906121841532087,0,7
74,ssc,4.848182198,4.756356379972902,1,7
74,ssc,6.862323474,6.77055473580684,2,7
74,ssc,6.893157932,6.851894440627305,3,7
75,ssc,4.697043576,4.663596706333053,0,7
75,ssc,4.632992326,4.667973636963579,1,7
75,ssc,6.688881728999999,6.672261712854488,2,7
75,ssc,6.467402319,6.459947288599857,3,7
76,ssc,6.087888029,5.8061806889568,0,7
76,ssc,5.084674059,5.077771181974654,1,7
76,ssc,6.602961565999999,6.644124070849416,2,7
76,ssc,6.546485083,6.4491834178924465,3,7
77,ssc,5.7162514810000005,5.73968002829718,0,7
77,ssc,5.213358959,5.153872665402618,1,7
77,ssc,6.906284898,6.846354724293113,2,7
77,ssc,6.975916746,6.965873326281987,3,7
78,ssc,5.041488748000001,5.080134676543619,0,7
78,ssc,4.945813781,4.924438619760742,1,7
78,ssc,6.935480049,6.939553628023271,2,7
78,ssc,6.949190579,6.970663948241033,3,7
79,ssc,5.20503523,5.153872665402618,0,7
79,ssc,4.607567368,4.670337131532543,1,7
79,ssc,6.623549755,6.521231926572458,2,7
79,ssc,6.469625529,6.459947288599857,3,7
80,ssc,5.844197047,5.824887620310122,0,7
80,ssc,5.132650387,5.087687171117694,1,7
80,ssc,7.003979381,6.929481239073082,2,7
80,ssc,7.029123084,6.992288304774827,3,7
81,ssc,5.117271882,5.087372417690165,0,7
81,ssc,4.700287814999999,4.646839578220176,1,7
81,ssc,6.593390855000001,6.531901084860414,2,7
81,ssc,6.4956667569999995,6.456357562001175,3,7
82,ssc,5.238990897,5.170216102186975,0,7
82,ssc,5.105358596,5.091276897716376,1,7
82,ssc,6.886869709000001,6.832944133918015,2,7
82,ssc,6.7958452110000005,6.774597756909179,3,7
83,ssc,5.775768064999999,5.8061806889568,0,7
83,ssc,4.695281323,4.663183015004533,1,7
83,ssc,6.696015192000001,6.651676565423492,2,7
83,ssc,6.537249878,6.552863774994023,3,7
84,ssc,5.712700447,5.73968002829718,0,7
84,ssc,5.086078388,5.077771181974654,1,7
84,ssc,7.058042463000001,6.9794978063966955,2,7
84,ssc,6.580292634000001,6.5454068006021355,3,7
85,ssc,4.847673767,4.820914662466313,0,7
85,ssc,4.702688874,4.663183015004533,1,7
85,ssc,6.593957124000001,6.5342645794293785,2,7
85,ssc,6.515665499,6.456357562001175,3,7
86,ssc,5.863879947,5.836029841482879,0,7
86,ssc,7.341228125000001,7.2773049927061235,1,7
86,ssc,5.2989728320000005,5.314638022961576,2,7
86,ssc,6.9469648920000004,6.997361344069863,3,7
87,ssc,5.869451250999999,5.843204398538776,0,7
87,ssc,7.677756286,7.429830000040004,1,7
87,ssc,5.315010397,5.320467854023419,2,7
87,ssc,7.413824668,7.404560345994168,3,7
88,ssc,5.025477673,4.994927497477844,0,7
88,ssc,6.976588902,6.9741059452362855,1,7
88,ssc,7.080842838,7.049130702107318,2,7
88,ssc,5.027773908,4.992086386965115,3,7
89,ssc,6.053738608,5.928946327877045,0,7
89,ssc,5.094654296,5.140625187950045,1,7
89,ssc,7.183417522999999,7.179352468177744,2,7
89,ssc,7.189611618,7.163985014035577,3,7
90,ssc,5.868997911,5.8061806889568,0,7
90,ssc,7.207773446000001,7.166825711601139,1,7
90,ssc,5.1292314910000005,5.146455019011888,2,7
90,ssc,7.178437552,7.078777834969803,3,7
91,ssc,6.026415545,5.8225241257411575,0,7
91,ssc,5.281840392,5.183721817928697,1,7
91,ssc,7.175055521,7.09658916682054,2,7
91,ssc,6.962023543000001,6.997361344069864,3,7
92,ssc,5.257715836,5.17257959675594,0,7
92,ssc,5.140239586,5.087687171117694,1,7
92,ssc,6.930656809,6.8257695768621165,2,7
92,ssc,6.724622004,6.68885582757091,3,7
93,ssc,5.819156882,5.8225241257411575,0,7
93,ssc,7.536483663,7.429830000040004,1,7
93,ssc,5.4737424059999995,5.40188393197619,2,7
93,ssc,7.479031494,7.397819507847509,3,7
94,ssc,5.769796774,5.739680441244348,0,7
94,ssc,5.238651875,5.17257959675594,1,7
94,ssc,6.996793915,6.990262090051275,2,7
94,ssc,7.016984935,6.986458473712984,3,7
95,ssc,5.226498068,5.153872665402618,0,7
95,ssc,5.121725683,5.091276897716376,1,7
95,ssc,6.938133022000001,6.85381211163217,2,7
95,ssc,7.012033997,6.992288304774827,3,7
96,ssc,5.812268096,5.739680441244348,0,7
96,ssc,4.817408262,4.730096954045505,1,7
96,ssc,6.556142491,6.438984598466248,2,7
96,ssc,6.5020025630000005,6.4380407837725215,3,7
97,ssc,5.8621228809999995,5.8061806889568,0,7
97,ssc,5.291902219,5.190896374984594,1,7
97,ssc,6.924052873999999,6.861087287104155,2,7
97,ssc,7.0071272350000005,6.971703157343831,3,7
98,ssc,5.051472307,4.994927497477844,0,7
98,ssc,4.894479914,4.748803885398827,1,7
98,ssc,6.73346139,6.678091543916331,2,7
98,ssc,6.586528959000001,6.552863774994023,3,7
99,ssc,5.859394881,5.8225241257411575,0,7
99,ssc,7.367984849000001,7.259270631813459,1,7
99,ssc,7.25673991,7.1851429027769615,2,7
99,ssc,5.3519423,5.311128472789989,3,7
100,ssc,5.300397708,5.180132091330015,0,7
100,ssc,5.137618027,5.091276897716376,1,7
100,ssc,7.12706667,7.0963372468312045,2,7
100,ssc,7.158730896,7.078777422022635,3,7
1,ssc,5.223809655,5.268259627622566,0,17
1,ssc,5.088129472,5.175394323143542,1,17
1,ssc,7.007721794,7.083058113448727,2,17
1,ssc,7.391816887999999,6.99802451356826,3,17
2,ssc,7.033573336,7.063907237842745,0,17
2,ssc,5.254553153,5.175394323143542,1,17
2,ssc,6.929569927999999,6.964545698405525,2,17
2,ssc,5.112016655,5.206493855239884,3,17
3,ssc,6.829984178,6.918112401781504,0,17
3,ssc,4.865031066,5.002211123679965,1,17
3,ssc,4.946381142,4.981998321400432,2,17
3,ssc,6.9723856369999995,7.042215795396598,3,17
4,ssc,5.003411722,4.997976479285571,0,17
4,ssc,5.165866383,5.043715672827475,1,17
4,ssc,6.843851364999999,6.877680469696993,2,17
4,ssc,6.832972683,6.839819810978733,3,17
5,ssc,5.030923261,5.088416893626351,0,17
5,ssc,4.6098422150000005,4.66836981527522,1,17
5,ssc,6.555232158000001,6.5354734345210765,2,17
5,ssc,6.593995704999999,6.625471888728007,3,17
6,ssc,5.287418176,5.268259627622566,0,17
6,ssc,6.726201022000001,6.801235840376181,1,17
6,ssc,7.045181081,7.062863378574113,2,17
6,ssc,5.181016228000001,5.206493855239884,3,17
7,ssc,5.228840206,5.2959792436042505,0,17
7,ssc,4.913401252,5.010721010248629,1,17
7,ssc,7.057181121,7.048879675121567,2,17
7,ssc,7.046639476999999,7.042215795396598,3,17
8,ssc,5.52231654,5.463375718704576,0,17
8,ssc,7.34797529,7.407561818124261,1,17
8,ssc,5.319658941,5.364818418814808,2,17
8,ssc,7.2101332419999995,7.295154668680618,3,17
9,ssc,5.111180355,5.088416893626351,0,17
9,ssc,6.6201078330000005,6.656598721909027,1,17
9,ssc,6.5536011510000005,6.648648324883889,2,17
9,ssc,4.742635052,4.788788526416711,3,17
10,ssc,5.2746892,5.3406804644031265,0,17
10,ssc,5.3233618620000005,5.366565809238386,1,17
10,ssc,7.145300026000001,7.163476018364551,2,17
10,ssc,7.096743200999999,7.182934794620238,3,17
11,ssc,5.476879572,5.511301568113643,0,17
11,ssc,5.2912389829999995,5.409519639613684,1,17
11,ssc,6.901470207,6.992617699107947,2,17
11,ssc,7.044536614,7.2118440642933646,3,17
12,ssc,6.743015385,6.771976841347657,0,17
12,ssc,4.724722427,4.812787028008699,1,17
12,ssc,4.84653909,4.86348590635723,2,17
12,ssc,6.691701792,6.79430494478941,3,17
13,ssc,5.273539267,5.3406804644031265,0,17
13,ssc,5.281412138,5.364818418814808,1,17
13,ssc,7.063144088,7.19480331088889,2,17
13,ssc,6.936140381,7.064525717455107,3,17
14,ssc,5.290464869999999,5.268259627622566,0,17
14,ssc,4.7428471420000005,4.795746274604224,1,17
14,ssc,6.710598343,6.7570955492362845,2,17
14,ssc,6.674598471,6.763271702736566,3,17
15,ssc,5.1851132920000005,5.168597582996087,0,17
15,ssc,5.083535579,5.088416893626351,1,17
15,ssc,6.98688574,7.01920601704387,2,17
15,ssc,6.848563184,6.839819810978733,3,17
16,ssc,5.402561434,5.36145764862441,0,17
16,ssc,4.702215284,4.812787028008699,1,17
16,ssc,6.785016720999999,6.821179813198931,2,17
16,ssc,6.684523978,6.753946156583946,3,17
17,ssc,6.967155264,6.9742070460290035,0,17
17,ssc,7.031350833,7.009984386758171,1,17
17,ssc,5.008151802,5.100303023698802,2,17
17,ssc,5.126714846,5.206493855239884,3,17
18,ssc,5.1322565099999995,5.220095543942418,0,17
18,ssc,7.0467894179999995,7.183730374312692,1,17
18,ssc,7.004087431,7.072825231386849,2,17
18,ssc,5.097436677,5.206493855239884,3,17
19,ssc,5.443785086,5.36145764862441,0,17
19,ssc,5.106418532999999,5.175394323143542,1,17
19,ssc,6.912004059999999,6.992407326471025,2,17
19,ssc,7.22193429,7.0323932993023375,3,17
20,ssc,5.075264689,5.09763852391205,0,17
20,ssc,5.178310336,5.146135324115018,1,17
20,ssc,6.730448422,6.797737853957717,2,17
20,ssc,6.595399581,6.6572453533078875,3,17
21,ssc,5.326099554000001,5.390716647652934,0,17
21,ssc,5.359366210999999,5.411267030037262,1,17
21,ssc,7.148638805000001,7.163476018364551,2,17
21,ssc,7.094743509,7.182724421983317,3,17
22,ssc,5.1224427630000005,5.220095543942418,0,17
22,ssc,6.795123436000001,6.8602246995597005,1,17
22,ssc,4.811330003,4.933371948469407,2,17
22,ssc,6.788792127,6.8380724205551555,3,17
23,ssc,5.627247644,5.581888133747778,0,17
23,ssc,7.641251094999999,7.691811651278726,1,17
23,ssc,5.537731607,5.569101150374728,2,17
23,ssc,7.484895646,7.637166279844176,3,17
24,ssc,5.522118657,5.511301568113643,0,17
24,ssc,5.338250213,5.409519639613684,1,17
24,ssc,7.223438343000001,7.287395834816436,2,17
24,ssc,7.118517576,7.142227569378475,3,17
25,ssc,7.232146537999999,7.244490194365999,0,17
25,ssc,5.264938144,5.3406804644031265,1,17
25,ssc,5.440360989,5.364818418814808,2,17
25,ssc,7.019791437,7.088675300545962,3,17
26,ssc,5.417386081,5.36145764862441,0,17
26,ssc,5.11121162,5.175394323143542,1,17
26,ssc,6.819622745999999,6.874105284064744,2,17
26,ssc,6.6763146650000005,6.774010377927512,3,17
