communication_round,dataset,example_count,input_event_count,measured,model,padded_time_bins,predicted,residual,scientific_seed,selected_position,setting
21,shd,355,2945691,238.41051430856407,event_structure,37889,219.90546985670665,-18.50504445185743,27,5,joint
21,shd,411,3262375,247.56822455332153,event_structure,42006,232.49393763943965,-15.074286913881878,27,6,joint
21,shd,363,2801406,226.13289639640345,event_structure,36135,218.91933101457755,-7.213565381825902,27,7,joint
21,shd,334,2671322,213.38150962254554,event_structure,33750,198.07429931515992,-15.307210307385617,27,8,joint
21,shd,355,2918940,236.26685095822592,event_structure,37444,224.47065823668424,-11.796192721541672,27,9,joint
22,shd,293,2335184,196.20053463242536,event_structure,29807,176.8452618735563,-19.355272758869063,27,0,joint
22,shd,363,2801406,226.65533976962615,event_structure,36246,219.09418670650086,-7.561153063125289,27,1,joint
22,shd,400,3075822,250.67811033746753,event_structure,41952,235.43873540803486,-15.239374929432671,27,2,joint
22,shd,465,3536620,284.0228039917629,event_structure,48552,267.52039167868486,-16.502412313078025,27,3,joint
22,shd,384,3096790,226.48063578433337,event_structure,39040,219.70596713625753,-6.774668648075846,27,4,joint
22,shd,411,3262375,242.4911377644503,event_structure,41330,230.84581995800943,-11.645317806440858,27,5,joint
22,shd,255,1923656,171.03360612175888,event_structure,27670,172.30713655171996,1.2735304299610846,27,6,joint
22,shd,326,2486328,213.7431072000501,event_structure,33576,197.42600655334638,-16.31710064670372,27,7,joint
22,shd,321,2612269,205.5427418133144,event_structure,32839,202.5312173295041,-3.011524483810291,27,8,joint
22,shd,224,1835566,149.05928776540554,event_structure,22944,145.60186331231955,-3.4574244530859914,27,9,joint
23,shd,321,2612269,209.432060896106,event_structure,33516,203.39898775848962,-6.033073137616384,27,0,joint
23,shd,293,2335184,188.22276441377804,event_structure,29741,176.78232085747015,-11.440443556307883,27,1,joint
23,shd,384,2739089,234.6801165335896,event_structure,40704,224.8410235744924,-9.8390929590972,27,2,joint
23,shd,465,3536620,284.4493837305839,event_structure,47694,264.9253393710693,-19.52404435951462,27,3,joint
23,shd,334,2671322,212.5719686343097,event_structure,34344,199.0271305166167,-13.544838117693018,27,4,joint
23,shd,384,3096790,235.05470587035552,event_structure,40128,222.12408795526346,-12.930617915092057,27,5,joint
23,shd,363,2801406,219.71332555080593,event_structure,36008,218.72347518398112,-0.9898503668248111,27,6,joint
23,shd,224,1835566,149.77183564212447,event_structure,23296,145.23680146684035,-4.535034175284125,27,7,joint
23,shd,342,2529508,212.45202436314707,event_structure,35578,201.53726203655594,-10.91476232659113,27,8,joint
23,shd,411,3262375,241.9781646655878,event_structure,41996,232.46889973783016,-9.509264927757641,27,9,joint
24,shd,255,1923656,170.27526449669304,event_structure,27574,172.28286778488302,2.0076032881899835,27,0,joint
24,shd,303,2395541,185.97910387291046,event_structure,29646,183.12947222497507,-2.8496316479353823,27,1,joint
24,shd,411,3262375,243.289971343435,event_structure,41300,230.77480472572995,-12.515166617705063,27,2,joint
24,shd,363,2801406,224.3884915502167,event_structure,35937,218.6159531901975,-5.772538360019212,27,3,joint
24,shd,293,2335184,194.28597913823398,event_structure,30168,177.21829812038698,-17.067681017847008,27,4,joint
24,shd,565,4653617,345.2940584654312,event_structure,60221,323.5050943251724,-21.78896414025877,27,5,joint
24,shd,326,2486328,214.96487117889427,event_structure,33816,197.81065074142487,-17.154220437469405,27,6,joint
24,shd,355,2918940,241.62588613987705,event_structure,38485,226.5083733886769,-15.117512751200167,27,7,joint
24,shd,321,2612269,201.80928767650659,event_structure,32425,202.07441326008654,0.26512558357995886,27,8,joint
24,shd,355,2945691,237.27637538656026,event_structure,38362,220.94906864710163,-16.327306739458635,27,9,joint
25,shd,255,1923656,168.46961687631511,event_structure,27345,172.24220779885638,3.7725909225412693,27,0,joint
25,shd,400,3075822,261.01808843505046,event_structure,42816,237.71620512944003,-23.30188330561043,27,1,joint
25,shd,462,3935332,278.4232950218821,event_structure,47378,265.95075686834946,-12.47253815353264,27,2,joint
25,shd,363,2801406,225.85692555663672,event_structure,36713,219.86666520627602,-5.9902603503607,27,3,joint
25,shd,384,2739089,235.8722224512307,event_structure,39936,223.01204814563596,-12.86017430559474,27,4,joint
25,shd,334,2671322,209.23992013530506,event_structure,33142,197.2088187994865,-12.031101335818562,27,5,joint
25,shd,411,3262375,243.18221042022617,event_structure,41649,231.6122199855896,-11.569990434636566,27,6,joint
25,shd,565,4653617,340.3390937350771,event_structure,60551,324.75061423442276,-15.58847950065433,27,7,joint
25,shd,224,1835566,150.81727394380027,event_structure,23744,144.8872100044938,-5.9300639393064785,27,8,joint
25,shd,342,2529508,214.95100372773487,event_structure,35434,201.26756500316935,-13.68343872456552,27,9,joint
26,shd,411,3262375,245.71052326845572,event_structure,41834,232.0660032736979,-13.644519994757815,27,0,joint
26,shd,303,2395541,190.02549857452846,event_structure,30455,183.7465838857746,-6.278914688753844,27,1,joint
26,shd,462,3935332,288.7906893553554,event_structure,48020,267.82234488243205,-20.968344472923377,27,2,joint
26,shd,384,3096790,221.84132995973482,event_structure,38912,219.43892742061587,-2.4024025391189525,27,3,joint
26,shd,224,1835566,146.9505832714749,event_structure,22912,145.63913794835628,-1.311445323118619,27,4,joint
26,shd,565,4653617,343.32381053157764,event_structure,59937,322.44136609994246,-20.88244443163518,27,5,joint
26,shd,363,2801406,216.51919536535374,event_structure,36253,219.10532775804484,2.5861323926910984,27,6,joint
26,shd,255,1923656,169.25673048140993,event_structure,27629,172.2962550469848,3.0395245655748795,27,7,joint
26,shd,355,2945691,241.1896768867861,event_structure,38620,221.5396814079594,-19.649995478826696,27,8,joint
26,shd,476,3422977,281.34675137123,event_structure,49132,267.983515286987,-13.363236084243056,27,9,joint
27,shd,342,2529508,213.89611173659665,event_structure,35320,201.05797776725683,-12.838133969339822,27,0,joint
27,shd,255,1923656,168.7988771379876,event_structure,27504,172.2678465593018,3.468969421314199,27,1,joint
27,shd,326,2486328,219.9740106743846,event_structure,33876,197.9094585073866,-22.064552166998,27,2,joint
27,shd,384,2739089,242.7950493620753,event_structure,41280,226.291563506859,-16.503485855216297,27,3,joint
27,shd,363,2801406,227.83980282521966,event_structure,36251,219.10214322333184,-8.737659601887827,27,4,joint
27,shd,476,3422977,282.3018919690316,event_structure,49672,269.70026329771565,-12.60162867131595,27,5,joint
27,shd,462,3935332,282.30448643070645,event_structure,47150,265.3015143920094,-17.002972038697067,27,6,joint
27,shd,565,4653617,351.58112620792224,event_structure,60795,325.6780164848707,-25.903109723051557,27,7,joint
27,shd,224,1835566,146.16261481342534,event_structure,23072,145.45964289658707,-0.7029719168382655,27,8,joint
27,shd,334,2671322,218.5387513296075,event_structure,34266,198.896162215848,-19.6425891137595,27,9,joint
28,shd,326,2486328,212.87673419414912,event_structure,34768,199.49898370739982,-13.377750486749306,27,0,joint
